Work Year,Job Category,Job Title,Experience Level,Employment Type,Salary in USD,Work Setting,Company Location,Employee Residence,Company Size
2023,Data Analysis,Data Analyst,Senior,Full-time,91800,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,200000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,160000,In-person,United States,United States,M
2023,Machine Learning and AI,AI Developer,Senior,Full-time,161952,Hybrid,France,France,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,185000,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,150000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,160000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,130000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,145000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,115000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Part-time,133000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Part-time,58300,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,254000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,159000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,170000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,85000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,130500,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,116000,In-person,United States,United States,M
2023,Data Science and Research,Research Analyst,Entry-level,Full-time,81400,Remote,United States,United States,M
2023,Data Science and Research,Research Analyst,Entry-level,Full-time,43500,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,169000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,92000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,166000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,73100,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,190000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,165000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,305600,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,146600,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,150000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,120000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,275000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,146400,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,208500,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,165000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,258700,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,172500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,150000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,130000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,185000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,150000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,166000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,73100,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Senior,Full-time,198200,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Senior,Full-time,110200,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Researcher,Senior,Full-time,166000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Researcher,Senior,Full-time,73100,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Researcher,Senior,Full-time,212000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Researcher,Senior,Full-time,93300,In-person,United States,United States,M
2023,Machine Learning and AI,AI Engineer,Senior,Full-time,212000,In-person,United States,United States,M
2023,Machine Learning and AI,AI Engineer,Senior,Full-time,93300,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,166000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,73100,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,167100,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,111400,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,133000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,58400,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,166000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,73100,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Executive,Full-time,170000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Executive,Full-time,145000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,212000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,93300,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,170000,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,135000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,145000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,115000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,139810,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,95325,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,278700,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,159300,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,226700,Remote,Canada,Canada,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,151100,Remote,Canada,Canada,M
2023,Data Engineering,Data Engineer,Senior,Full-time,247300,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,139700,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,188000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,139000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,150000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,160000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,94000,In-person,United States,United States,M
2023,Leadership and Management,Data Manager,Mid-level,Full-time,127000,Remote,United States,United States,M
2023,Leadership and Management,Data Manager,Mid-level,Full-time,65000,Remote,United States,United States,M
2023,Machine Learning and AI,ML Engineer,Senior,Full-time,276000,In-person,United States,United States,M
2023,Machine Learning and AI,ML Engineer,Senior,Full-time,174000,In-person,United States,United States,M
2023,Data Science and Research,Applied Scientist,Senior,Full-time,260000,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Leadership and Management,Analytics Engineer,Executive,Full-time,250000,Remote,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Executive,Full-time,210000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,188000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,139000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,238000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,176000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,204500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,142200,In-person,United States,United States,M
2023,Data Science and Research,Data Science Director,Executive,Full-time,212000,In-person,United States,United States,M
2023,Data Science and Research,Data Science Director,Executive,Full-time,190000,In-person,United States,United States,M
2023,Data Science and Research,Research Engineer,Senior,Full-time,261500,In-person,United States,United States,L
2023,Data Science and Research,Research Engineer,Senior,Full-time,134500,In-person,United States,United States,L
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,239000,In-person,United States,United States,L
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,122900,In-person,United States,United States,L
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,115000,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,95000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,158500,Remote,Canada,Canada,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,115000,Remote,Canada,Canada,M
2023,Machine Learning and AI,ML Engineer,Senior,Full-time,331640,In-person,United States,United States,M
